Data,Impressions,Link Clicks
26/08/2023,2476,671
26/08/2023,7732,371
26/08/2023,11860,327
26/08/2023,124,7
26/08/2023,8021,257
26/08/2023,11326,491
26/08/2023,587,209
26/08/2023,6514,324
26/08/2023,1059,88
26/08/2023,318,37
26/08/2023,50749,690
26/08/2023,8169,125
27/08/2023,11483,26
27/08/2023,5905,51
27/08/2023,2151,20
27/08/2023,2338,9
27/08/2023,1352,3
27/08/2023,7729,33
27/08/2023,22462,178
27/08/2023,82442,2097
27/08/2023,372481,218
27/08/2023,32153,309
27/08/2023,8811,37
27/08/2023,11014,115
27/08/2023,68383,22
27/08/2023,5125,126
27/08/2023,43530,477
27/08/2023,1815,19
27/08/2023,3215,46
27/08/2023,183,5
27/08/2023,2421,472
27/08/2023,34076,507
27/08/2023,1535,446
27/08/2023,7105,342
27/08/2023,11227,274
27/08/2023,95,5
27/08/2023,8128,269
27/08/2023,9583,370
27/08/2023,479,171
27/08/2023,7509,348
27/08/2023,999,53
27/08/2023,238,23
27/08/2023,52891,733
27/08/2023,12224,186
28/08/2023,7308,7
28/08/2023,4305,27
28/08/2023,2694,16
28/08/2023,98,1
28/08/2023,1511,6
28/08/2023,284,2
28/08/2023,4032,12
28/08/2023,1070,8
28/08/2023,5752,31
28/08/2023,45598,732
28/08/2023,328397,144
28/08/2023,28193,115
28/08/2023,11728,52
28/08/2023,10847,58
28/08/2023,18329,9
28/08/2023,31483,354
28/08/2023,2932,15
28/08/2023,24745,13
28/08/2023,4309,131
28/08/2023,2089,34
28/08/2023,61002,782
28/08/2023,15368,248
28/08/2023,4487,78
28/08/2023,793,32
28/08/2023,2945,576
28/08/2023,30860,570
28/08/2023,1944,629
28/08/2023,12766,655
28/08/2023,14187,418
28/08/2023,134,5
28/08/2023,7165,270
28/08/2023,9768,423
28/08/2023,706,268
28/08/2023,12358,508
28/08/2023,1007,104
28/08/2023,326,59
28/08/2023,51092,863
28/08/2023,20134,160
29/08/2023,767,
29/08/2023,4354,36
29/08/2023,1846,8
29/08/2023,294,
29/08/2023,1479,2
29/08/2023,520,1
29/08/2023,4140,12
29/08/2023,1978,17
29/08/2023,40047,857
29/08/2023,329999,164
29/08/2023,11988,74
29/08/2023,6015,38
29/08/2023,8346,38
29/08/2023,17096,7
29/08/2023,26185,363
29/08/2023,6636,47
29/08/2023,9109,3
29/08/2023,4305,134
29/08/2023,4234,72
29/08/2023,57222,702
29/08/2023,35066,510
29/08/2023,4985,79
29/08/2023,1531,33
29/08/2023,2595,524
29/08/2023,34901,532
29/08/2023,2180,719
29/08/2023,6131,444
29/08/2023,10651,328
29/08/2023,142,5
29/08/2023,7052,258
29/08/2023,11751,537
29/08/2023,844,342
29/08/2023,7814,359
29/08/2023,1003,90
29/08/2023,353,68
29/08/2023,52898,750
29/08/2023,12191,138
30/08/2023,749,2
30/08/2023,5131,31
30/08/2023,1751,11
30/08/2023,273,1
30/08/2023,2407,6
30/08/2023,428,1
30/08/2023,2684,8
30/08/2023,2940,29
30/08/2023,47390,773
30/08/2023,302784,155
30/08/2023,12775,81
30/08/2023,6455,35
30/08/2023,8539,46
30/08/2023,49090,26
30/08/2023,24567,365
30/08/2023,8119,25
30/08/2023,8275,4
30/08/2023,3934,150
30/08/2023,2905,56
30/08/2023,66782,709
30/08/2023,36140,519
30/08/2023,22558,369
30/08/2023,1525,28
30/08/2023,2628,546
30/08/2023,29393,465
30/08/2023,2296,701
30/08/2023,6039,456
30/08/2023,10308,341
30/08/2023,119,6
30/08/2023,5605,238
30/08/2023,9734,488
30/08/2023,868,324
30/08/2023,8416,412
30/08/2023,1104,104
30/08/2023,343,67
30/08/2023,53477,777
30/08/2023,10786,150
31/08/2023,841,2
31/08/2023,6028,36
31/08/2023,1858,23
31/08/2023,110,1
31/08/2023,2567,4
31/08/2023,426,1
31/08/2023,1719,10
31/08/2023,2218,17
31/08/2023,48535,747
31/08/2023,306127,184
31/08/2023,12630,97
31/08/2023,6695,39
31/08/2023,8882,51
31/08/2023,54295,24
31/08/2023,23732,347
31/08/2023,8407,45
31/08/2023,4792,2
31/08/2023,2619,117
31/08/2023,1961,59
31/08/2023,63173,837
31/08/2023,31888,599
31/08/2023,16221,251
31/08/2023,2205,117
31/08/2023,2179,535
31/08/2023,31216,454
31/08/2023,3333,1025
31/08/2023,5113,362
31/08/2023,9372,298
31/08/2023,242,4
31/08/2023,5783,219
31/08/2023,8624,380
31/08/2023,2015,794
31/08/2023,7479,383
31/08/2023,1217,128
31/08/2023,448,108
31/08/2023,51801,1015
31/08/2023,8483,142
01/09/2023,680,
01/09/2023,4055,32
01/09/2023,1824,15
01/09/2023,309,
01/09/2023,839,6
01/09/2023,134,
01/09/2023,3878,9
01/09/2023,3463,21
01/09/2023,4356,72
01/09/2023,24231,19
01/09/2023,3067,22
01/09/2023,2280,16
01/09/2023,3163,15
01/09/2023,59153,25
01/09/2023,28558,429
01/09/2023,8429,39
01/09/2023,1193,
01/09/2023,25,
01/09/2023,66574,912
01/09/2023,27513,473
01/09/2023,2605,62
01/09/2023,3344,791
01/09/2023,35293,591
01/09/2023,2689,908
01/09/2023,8047,559
01/09/2023,13162,457
01/09/2023,145,7
01/09/2023,7650,297
01/09/2023,10054,436
01/09/2023,1324,543
01/09/2023,8339,449
01/09/2023,1203,108
01/09/2023,41223,687
02/09/2023,645,1
02/09/2023,4300,56
02/09/2023,2037,18
02/09/2023,403,6
02/09/2023,667,4
02/09/2023,168,1
02/09/2023,5354,8
02/09/2023,3846,50
02/09/2023,10229,415
02/09/2023,110014,59
02/09/2023,4594,61
02/09/2023,4269,23
02/09/2023,5842,46
02/09/2023,63512,19
02/09/2023,29041,424
02/09/2023,10226,60
02/09/2023,37414,531
02/09/2023,33118,576
02/09/2023,2521,37
02/09/2023,2583,579
02/09/2023,38877,511
02/09/2023,2486,761
02/09/2023,8845,574
02/09/2023,15197,422
02/09/2023,74,6
02/09/2023,7395,253
02/09/2023,9331,346
02/09/2023,778,281
02/09/2023,9212,418
02/09/2023,1588,125
02/09/2023,42751,700
03/09/2023,586,
03/09/2023,5654,47
03/09/2023,2841,26
03/09/2023,565,7
03/09/2023,1385,5
03/09/2023,466,3
03/09/2023,6527,15
03/09/2023,5108,49
03/09/2023,14254,482
03/09/2023,135893,75
03/09/2023,5854,73
03/09/2023,5475,29
03/09/2023,7655,81
03/09/2023,56750,21
03/09/2023,29550,383
03/09/2023,15692,71
03/09/2023,9593,80
03/09/2023,2788,45
03/09/2023,721,15
03/09/2023,2223,447
03/09/2023,47198,669
03/09/2023,2305,673
03/09/2023,4400,229
03/09/2023,17823,453
03/09/2023,49,2
03/09/2023,6553,238
03/09/2023,14211,532
03/09/2023,611,208
03/09/2023,7899,377
03/09/2023,1181,80
03/09/2023,67818,1086
04/09/2023,13557,32
04/09/2023,4653,35
04/09/2023,2651,22
04/09/2023,145,
04/09/2023,4218,14
04/09/2023,651,1
04/09/2023,5621,12
04/09/2023,11922,464
04/09/2023,121457,61
04/09/2023,2903,33
04/09/2023,2975,25
04/09/2023,4355,40
04/09/2023,8987,53
04/09/2023,7531,189
04/09/2023,4412,137
04/09/2023,3736,151
04/09/2023,38269,609
04/09/2023,3254,67
04/09/2023,2653,57
04/09/2023,1579,46
04/09/2023,3923,774
04/09/2023,41054,693
04/09/2023,1983,676
04/09/2023,5117,323
04/09/2023,15864,522
04/09/2023,122,5
04/09/2023,6967,262
04/09/2023,10368,442
04/09/2023,1065,390
04/09/2023,10875,575
04/09/2023,1358,116
04/09/2023,62388,1121
04/09/2023,8521,169
05/09/2023,11461,20
05/09/2023,4006,28
05/09/2023,2366,23
05/09/2023,3102,10
05/09/2023,405,2
05/09/2023,4288,13
05/09/2023,14876,454
05/09/2023,111174,63
05/09/2023,22783,478
05/09/2023,9748,63
05/09/2023,17137,441
05/09/2023,14396,394
05/09/2023,13017,433
05/09/2023,38927,634
05/09/2023,14444,286
05/09/2023,3767,64
05/09/2023,2824,41
05/09/2023,3045,669
05/09/2023,35797,567
05/09/2023,2560,812
05/09/2023,12517,732
05/09/2023,13841,420
05/09/2023,145,7
05/09/2023,5919,234
05/09/2023,10651,456
05/09/2023,1110,408
05/09/2023,10166,478
05/09/2023,1912,134
05/09/2023,52394,884
05/09/2023,48394,693
05/09/2023,3610,6
06/09/2023,9994,22
06/09/2023,3530,21
06/09/2023,2157,16
06/09/2023,2743,14
06/09/2023,1275,7
06/09/2023,3296,13
06/09/2023,14942,396
06/09/2023,101506,62
06/09/2023,23501,446
06/09/2023,10151,59
06/09/2023,13307,342
06/09/2023,14701,325
06/09/2023,13287,373
06/09/2023,38816,612
06/09/2023,10972,193
06/09/2023,3637,65
06/09/2023,2021,32
06/09/2023,2998,639
06/09/2023,32497,502
06/09/2023,3086,883
06/09/2023,9944,650
06/09/2023,12498,395
06/09/2023,141,1
06/09/2023,8177,273
06/09/2023,8295,334
06/09/2023,1088,408
06/09/2023,9496,378
06/09/2023,1377,133
06/09/2023,53019,819
06/09/2023,57522,836
06/09/2023,15422,17
07/09/2023,11455,30
07/09/2023,4140,21
07/09/2023,2792,27
07/09/2023,2585,16
07/09/2023,1444,2
07/09/2023,3317,15
07/09/2023,16407,375
07/09/2023,107380,43
07/09/2023,26380,418
07/09/2023,10831,50
07/09/2023,13283,385
07/09/2023,16117,331
07/09/2023,15182,321
07/09/2023,254489,81
07/09/2023,119,
07/09/2023,3427,2
07/09/2023,84,
07/09/2023,45559,680
07/09/2023,2850,50
07/09/2023,2214,48
07/09/2023,1932,40
07/09/2023,3722,678
07/09/2023,29736,532
07/09/2023,2793,640
07/09/2023,8957,520
07/09/2023,13701,478
07/09/2023,79,4
07/09/2023,6649,291
07/09/2023,8940,402
07/09/2023,1521,530
07/09/2023,8434,433
07/09/2023,1750,134
07/09/2023,50561,836
07/09/2023,6670,81
07/09/2023,14778,19
08/09/2023,11879,19
08/09/2023,3795,24
08/09/2023,2400,27
08/09/2023,2830,9
08/09/2023,1616,5
08/09/2023,3367,17
08/09/2023,15450,363
08/09/2023,107580,45
08/09/2023,4668,87
08/09/2023,10798,66
08/09/2023,12874,399
08/09/2023,16473,319
08/09/2023,14268,317
08/09/2023,245615,98
08/09/2023,166,
08/09/2023,6519,2
08/09/2023,49,
08/09/2023,4,
08/09/2023,8745,57
08/09/2023,702,8
08/09/2023,96718,38
08/09/2023,9873,145
08/09/2023,8324,95
08/09/2023,5197,69
08/09/2023,8566,101
08/09/2023,19711,266
08/09/2023,2620,47
08/09/2023,2729,70
08/09/2023,3521,72
08/09/2023,3484,687
08/09/2023,38092,552
08/09/2023,2332,710
08/09/2023,11471,640
08/09/2023,15419,420
08/09/2023,83,2
08/09/2023,8028,299
08/09/2023,11060,458
08/09/2023,863,313
08/09/2023,8778,405
08/09/2023,1372,128
08/09/2023,61249,1036
08/09/2023,1,1
08/09/2023,27947,354
08/09/2023,14531,9
09/09/2023,14498,19
09/09/2023,4085,27
09/09/2023,2609,13
09/09/2023,3651,16
09/09/2023,549,3
09/09/2023,3301,14
09/09/2023,15694,317
09/09/2023,113388,62
09/09/2023,10847,49
09/09/2023,15271,334
09/09/2023,16513,259
09/09/2023,14452,292
09/09/2023,262185,113
09/09/2023,92,
09/09/2023,4951,
09/09/2023,6,
09/09/2023,8416,85
09/09/2023,811,6
09/09/2023,168981,81
09/09/2023,16133,186
09/09/2023,17066,212
09/09/2023,11581,184
09/09/2023,17249,156
09/09/2023,14615,207
09/09/2023,2182,35
09/09/2023,2358,57
09/09/2023,8340,145
09/09/2023,2578,588
09/09/2023,39746,551
09/09/2023,2078,594
09/09/2023,11471,631
09/09/2023,18249,430
09/09/2023,61,2
09/09/2023,6715,244
09/09/2023,8855,340
09/09/2023,623,240
09/09/2023,9561,385
09/09/2023,1228,104
09/09/2023,44444,753
09/09/2023,22026,306
09/09/2023,240701,78
10/09/2023,14617,28
10/09/2023,3999,38
10/09/2023,2198,12
10/09/2023,4550,25
10/09/2023,343,4
10/09/2023,4148,22
10/09/2023,17492,366
10/09/2023,125454,60
10/09/2023,11113,49
10/09/2023,17453,389
10/09/2023,18327,330
10/09/2023,16597,301
10/09/2023,290135,143
10/09/2023,8974,107
10/09/2023,202757,79
10/09/2023,23515,258
10/09/2023,21227,214
10/09/2023,14259,209
10/09/2023,20798,182
10/09/2023,8262,140
10/09/2023,1444,24
10/09/2023,1467,25
10/09/2023,7748,157
10/09/2023,2320,428
10/09/2023,38410,505
10/09/2023,2162,561
10/09/2023,10025,509
10/09/2023,2871,116
10/09/2023,70,3
10/09/2023,6048,196
10/09/2023,7066,261
10/09/2023,658,212
10/09/2023,9112,356
10/09/2023,1206,105
10/09/2023,57331,964
10/09/2023,21485,276
10/09/2023,235143,69
10/09/2023,170,2
11/09/2023,14354,16
11/09/2023,4408,42
11/09/2023,2441,20
11/09/2023,4093,21
11/09/2023,481,3
11/09/2023,3507,15
11/09/2023,14575,435
11/09/2023,112774,62
11/09/2023,10947,53
11/09/2023,16114,373
11/09/2023,12714,342
11/09/2023,11120,372
11/09/2023,222299,119
11/09/2023,8448,81
11/09/2023,163972,52
11/09/2023,21308,171
11/09/2023,21030,160
11/09/2023,13422,189
11/09/2023,23122,181
11/09/2023,46636,751
11/09/2023,1216,18
11/09/2023,1110,15
11/09/2023,16800,399
11/09/2023,2937,532
11/09/2023,38749,624
11/09/2023,2024,581
11/09/2023,8912,513
11/09/2023,8494,368
11/09/2023,107,5
11/09/2023,5489,210
11/09/2023,10989,391
11/09/2023,1381,513
11/09/2023,9850,405
11/09/2023,1301,115
11/09/2023,37835,678
11/09/2023,35124,524
11/09/2023,230813,63
11/09/2023,11322,246
12/09/2023,11385,19
12/09/2023,3292,36
12/09/2023,2028,20
12/09/2023,3553,17
12/09/2023,452,2
12/09/2023,3207,11
12/09/2023,15819,420
12/09/2023,100474,54
12/09/2023,11028,53
12/09/2023,24381,380
12/09/2023,13901,329
12/09/2023,12229,361
12/09/2023,201349,111
12/09/2023,7136,84
12/09/2023,174585,86
12/09/2023,19434,215
12/09/2023,21104,212
12/09/2023,13674,211
12/09/2023,21372,220
12/09/2023,23030,266
12/09/2023,3510,42
12/09/2023,591,12
12/09/2023,20823,419
12/09/2023,1923,375
12/09/2023,39192,626
12/09/2023,2260,644
12/09/2023,8486,552
12/09/2023,6183,314
12/09/2023,127,7
12/09/2023,6845,322
12/09/2023,12663,546
12/09/2023,1393,491
12/09/2023,7546,285
12/09/2023,1536,125
12/09/2023,39542,564
12/09/2023,38553,441
12/09/2023,234477,52
12/09/2023,9290,171
13/09/2023,10320,20
13/09/2023,2858,22
13/09/2023,2003,16
13/09/2023,2062,10
13/09/2023,250,4
13/09/2023,3930,16
13/09/2023,15097,397
13/09/2023,95147,50
13/09/2023,10395,59
13/09/2023,19540,386
13/09/2023,14288,340
13/09/2023,11274,385
13/09/2023,176885,109
13/09/2023,6499,72
13/09/2023,163365,84
13/09/2023,18302,193
13/09/2023,17857,193
13/09/2023,12264,181
13/09/2023,18423,197
13/09/2023,28061,332
13/09/2023,953,11
13/09/2023,747,11
13/09/2023,26866,582
13/09/2023,1476,363
13/09/2023,39728,609
13/09/2023,2506,672
13/09/2023,7749,494
13/09/2023,4869,261
13/09/2023,164,10
13/09/2023,7032,240
13/09/2023,10354,450
13/09/2023,1470,523
13/09/2023,8243,330
13/09/2023,1455,124
13/09/2023,54040,724
13/09/2023,32158,371
13/09/2023,229868,50
13/09/2023,9936,235
14/09/2023,8759,13
14/09/2023,2451,27
14/09/2023,2029,23
14/09/2023,2451,15
14/09/2023,293,1
14/09/2023,3501,18
14/09/2023,16408,365
14/09/2023,91490,48
14/09/2023,10403,50
14/09/2023,28248,393
14/09/2023,13588,324
14/09/2023,10936,401
14/09/2023,197954,95
14/09/2023,10540,83
14/09/2023,158479,57
14/09/2023,21455,209
14/09/2023,21100,190
14/09/2023,13780,155
14/09/2023,22554,197
14/09/2023,76396,371
14/09/2023,66137,365
14/09/2023,42592,145
14/09/2023,47206,129
14/09/2023,62994,749
14/09/2023,3139,63
14/09/2023,2526,39
14/09/2023,15798,386
14/09/2023,1720,432
14/09/2023,40294,618
14/09/2023,2050,643
14/09/2023,8147,551
14/09/2023,5101,270
14/09/2023,125,10
14/09/2023,6869,264
14/09/2023,10417,405
14/09/2023,1291,432
14/09/2023,8575,353
14/09/2023,1536,125
14/09/2023,28431,415
14/09/2023,56238,715
14/09/2023,127663,33
14/09/2023,11003,299
15/09/2023,8916,16
15/09/2023,2205,29
15/09/2023,2068,19
15/09/2023,2324,17
15/09/2023,210,1
15/09/2023,2868,4
15/09/2023,20785,396
15/09/2023,94020,44
15/09/2023,10424,30
15/09/2023,39621,434
15/09/2023,15017,353
15/09/2023,12664,367
15/09/2023,178907,97
15/09/2023,9388,78
15/09/2023,7509,59
15/09/2023,142294,52
15/09/2023,19667,166
15/09/2023,19454,162
15/09/2023,13844,171
15/09/2023,22421,196
15/09/2023,87167,432
15/09/2023,81052,428
15/09/2023,47580,181
15/09/2023,47986,137
15/09/2023,41138,581
15/09/2023,2305,16
15/09/2023,19489,201
15/09/2023,49319,583
15/09/2023,2601,43
15/09/2023,1819,22
15/09/2023,12868,246
15/09/2023,1572,399
15/09/2023,28851,386
15/09/2023,2438,684
15/09/2023,6603,421
15/09/2023,3458,193
15/09/2023,113,3
15/09/2023,4454,181
15/09/2023,9763,422
15/09/2023,1342,466
15/09/2023,8238,354
15/09/2023,1161,84
15/09/2023,31005,459
15/09/2023,57341,699
15/09/2023,3190,31
15/09/2023,12982,385
16/09/2023,10009,13
16/09/2023,2556,20
16/09/2023,2036,20
16/09/2023,2948,20
16/09/2023,258,
16/09/2023,3513,9
16/09/2023,21693,387
16/09/2023,103366,49
16/09/2023,10661,40
16/09/2023,38303,435
16/09/2023,16772,322
16/09/2023,14896,338
16/09/2023,199800,104
16/09/2023,18687,111
16/09/2023,2792,21
16/09/2023,152073,64
16/09/2023,22841,178
16/09/2023,21889,173
16/09/2023,15935,147
16/09/2023,24811,160
16/09/2023,52355,625
16/09/2023,3127,23
16/09/2023,33664,265
16/09/2023,52256,683
16/09/2023,2019,37
16/09/2023,1978,29
16/09/2023,23401,331
16/09/2023,1420,356
16/09/2023,34192,423
16/09/2023,2155,612
16/09/2023,7375,419
16/09/2023,3902,192
16/09/2023,98,2
16/09/2023,6154,223
16/09/2023,8602,335
16/09/2023,825,241
16/09/2023,7334,324
16/09/2023,965,78
16/09/2023,42610,663
16/09/2023,47571,604
16/09/2023,5616,74
16/09/2023,13805,336
17/09/2023,12585,20
17/09/2023,3134,29
17/09/2023,3097,30
17/09/2023,3874,15
17/09/2023,411,3
17/09/2023,3297,26
17/09/2023,27661,410
17/09/2023,129960,71
17/09/2023,10667,38
17/09/2023,32092,546
17/09/2023,21179,388
17/09/2023,19156,400
17/09/2023,199833,95
17/09/2023,19112,74
17/09/2023,185098,67
17/09/2023,27005,187
17/09/2023,26406,230
17/09/2023,19089,176
17/09/2023,28896,183
17/09/2023,57535,621
17/09/2023,4238,27
17/09/2023,41645,255
17/09/2023,34979,440
17/09/2023,661,5
17/09/2023,641,11
17/09/2023,14709,162
17/09/2023,1279,315
17/09/2023,35041,447
17/09/2023,1996,526
17/09/2023,6973,366
17/09/2023,5067,191
17/09/2023,148,7
17/09/2023,5173,153
17/09/2023,8628,320
17/09/2023,791,264
17/09/2023,9689,313
17/09/2023,756,46
17/09/2023,46598,594
17/09/2023,51406,599
17/09/2023,1706,51
17/09/2023,10832,276
18/09/2023,12687,15
18/09/2023,2858,17
18/09/2023,2588,23
18/09/2023,3465,22
18/09/2023,420,4
18/09/2023,3367,11
18/09/2023,18297,474
18/09/2023,119649,59
18/09/2023,10845,37
18/09/2023,20885,491
18/09/2023,18488,404
18/09/2023,13751,462
18/09/2023,18097,65
18/09/2023,166115,57
18/09/2023,22610,158
18/09/2023,20587,146
18/09/2023,14197,132
18/09/2023,24186,137
18/09/2023,3562,27
18/09/2023,31040,264
18/09/2023,1498,18
18/09/2023,550,12
18/09/2023,2223,35
18/09/2023,3826,35
18/09/2023,4293,72
18/09/2023,42685,665
18/09/2023,35990,643
18/09/2023,32496,575
18/09/2023,19299,236
18/09/2023,1568,360
18/09/2023,34211,456
18/09/2023,2093,568
18/09/2023,5944,426
18/09/2023,4199,176
18/09/2023,230,12
18/09/2023,4561,153
18/09/2023,8419,382
18/09/2023,1553,552
18/09/2023,8821,389
18/09/2023,899,72
18/09/2023,32504,547
18/09/2023,49028,612
18/09/2023,1201,44
18/09/2023,12415,340
19/09/2023,10281,26
19/09/2023,2622,24
19/09/2023,2343,18
19/09/2023,3358,16
19/09/2023,341,1
19/09/2023,2869,14
19/09/2023,10618,269
19/09/2023,66680,19
19/09/2023,10613,34
19/09/2023,5422,98
19/09/2023,4095,107
19/09/2023,3694,107
19/09/2023,3402,18
19/09/2023,48740,18
19/09/2023,6882,146
19/09/2023,6812,139
19/09/2023,4919,107
19/09/2023,6534,116
19/09/2023,3475,27
19/09/2023,27074,212
19/09/2023,3053,36
19/09/2023,3473,77
19/09/2023,6798,105
19/09/2023,12959,164
19/09/2023,10947,176
19/09/2023,13398,40
19/09/2023,30609,207
19/09/2023,3524,43
19/09/2023,57039,809
19/09/2023,37887,703
19/09/2023,30937,560
19/09/2023,13706,220
19/09/2023,426,103
19/09/2023,6762,103
19/09/2023,1190,426
19/09/2023,1078,93
19/09/2023,820,33
19/09/2023,348,10
19/09/2023,1267,51
19/09/2023,2109,116
19/09/2023,2494,881
19/09/2023,9655,408
19/09/2023,280,34
19/09/2023,36186,580
19/09/2023,48472,663
19/09/2023,1606,39
19/09/2023,14723,342
20/09/2023,5742,8
20/09/2023,1444,12
20/09/2023,1113,7
20/09/2023,1748,7
20/09/2023,135,
20/09/2023,1941,3
20/09/2023,15045,276
20/09/2023,60056,25
20/09/2023,10089,42
20/09/2023,14354,181
20/09/2023,7974,117
20/09/2023,6870,132
20/09/2023,7359,4
20/09/2023,1439,45
20/09/2023,1493,41
20/09/2023,1248,49
20/09/2023,1798,50
20/09/2023,3408,27
20/09/2023,11752,107
20/09/2023,1687,15
20/09/2023,2740,53
20/09/2023,3523,52
20/09/2023,7379,92
20/09/2023,7869,110
20/09/2023,13322,58
20/09/2023,27916,139
20/09/2023,10547,111
20/09/2023,56700,728
20/09/2023,33533,532
20/09/2023,36048,632
20/09/2023,14692,273
20/09/2023,444,163
20/09/2023,13821,113
20/09/2023,1669,566
20/09/2023,2370,179
20/09/2023,950,31
20/09/2023,307,16
20/09/2023,688,23
20/09/2023,994,56
20/09/2023,1990,630
20/09/2023,9303,392
20/09/2023,314,42
20/09/2023,55869,895
20/09/2023,50187,666
20/09/2023,1316,42
20/09/2023,14155,295
21/09/2023,15969,257
21/09/2023,57674,19
21/09/2023,10296,27
21/09/2023,22304,390
21/09/2023,11391,183
21/09/2023,11292,196
21/09/2023,9825,3
21/09/2023,2580,64
21/09/2023,2866,67
21/09/2023,1891,35
21/09/2023,2611,55
21/09/2023,9360,78
21/09/2023,1569,17
21/09/2023,2566,37
21/09/2023,3343,39
21/09/2023,7825,83
21/09/2023,8725,105
21/09/2023,15249,68
21/09/2023,33530,184
21/09/2023,11182,89
21/09/2023,414,12
21/09/2023,552,17
21/09/2023,276,11
21/09/2023,267,14
21/09/2023,225,9
21/09/2023,292,11
21/09/2023,297,12
21/09/2023,283,7
21/09/2023,2047,
21/09/2023,2776,
21/09/2023,8664,132
21/09/2023,10256,140
21/09/2023,21075,302
21/09/2023,4408,61
21/09/2023,417,146
21/09/2023,7105,72
21/09/2023,1570,554
21/09/2023,2506,161
21/09/2023,1057,124
21/09/2023,329,30
21/09/2023,1045,101
21/09/2023,963,237
21/09/2023,448,146
21/09/2023,1924,98
21/09/2023,344,44
21/09/2023,17507,320
21/09/2023,23729,289
21/09/2023,1783,37
21/09/2023,6927,164
22/09/2023,10057,243
22/09/2023,53214,38
22/09/2023,9965,37
22/09/2023,12231,243
22/09/2023,11206,219
22/09/2023,9722,229
22/09/2023,4545,1
22/09/2023,1449,37
22/09/2023,2589,70
22/09/2023,1222,27
22/09/2023,1374,27
22/09/2023,8250,94
22/09/2023,2302,20
22/09/2023,2825,48
22/09/2023,3935,51
22/09/2023,7262,78
22/09/2023,11376,99
22/09/2023,16983,42
22/09/2023,28699,146
22/09/2023,11740,87
22/09/2023,1658,45
22/09/2023,618,14
22/09/2023,930,32
22/09/2023,452,8
22/09/2023,677,23
22/09/2023,260,8
22/09/2023,1508,53
22/09/2023,333,3
22/09/2023,5075,1
22/09/2023,5785,5
22/09/2023,7413,116
22/09/2023,3253,45
22/09/2023,1748,27
22/09/2023,2930,52
22/09/2023,568,240
22/09/2023,6276,46
22/09/2023,1769,599
22/09/2023,2493,158
22/09/2023,583,56
22/09/2023,262,13
22/09/2023,385,47
22/09/2023,460,52
22/09/2023,793,303
22/09/2023,780,119
22/09/2023,264,44
22/09/2023,12367,239
22/09/2023,5067,81
22/09/2023,5755,81
22/09/2023,7290,171
23/09/2023,10677,300
23/09/2023,53205,41
23/09/2023,10221,28
23/09/2023,13491,233
23/09/2023,15804,199
23/09/2023,11206,253
23/09/2023,4110,1
23/09/2023,1410,35
23/09/2023,2239,70
23/09/2023,1199,33
23/09/2023,1121,26
23/09/2023,9382,101
23/09/2023,1744,17
23/09/2023,2606,54
23/09/2023,4123,50
23/09/2023,8177,68
23/09/2023,11595,97
23/09/2023,18384,41
23/09/2023,34810,179
23/09/2023,13526,99
23/09/2023,2135,43
23/09/2023,648,15
23/09/2023,1240,35
23/09/2023,545,21
23/09/2023,1227,38
23/09/2023,115,4
23/09/2023,1859,54
23/09/2023,313,11
23/09/2023,5953,
23/09/2023,6145,4
23/09/2023,2424,50
23/09/2023,2766,65
23/09/2023,2680,41
23/09/2023,2308,38
23/09/2023,492,151
23/09/2023,18005,145
23/09/2023,1475,521
23/09/2023,2489,170
23/09/2023,1087,71
23/09/2023,191,10
23/09/2023,965,84
23/09/2023,1523,139
23/09/2023,694,283
23/09/2023,614,89
23/09/2023,202,35
23/09/2023,11407,255
23/09/2023,3498,65
23/09/2023,2001,61
23/09/2023,7714,188
24/09/2023,13040,373
24/09/2023,67223,59
24/09/2023,10184,21
24/09/2023,19260,269
24/09/2023,18873,238
24/09/2023,13281,239
24/09/2023,6508,2
24/09/2023,2233,46
24/09/2023,3888,110
24/09/2023,1805,41
24/09/2023,2102,35
24/09/2023,10898,93
24/09/2023,1853,14
24/09/2023,2707,39
24/09/2023,3846,36
24/09/2023,9898,66
24/09/2023,10404,88
24/09/2023,20998,69
24/09/2023,40858,186
24/09/2023,14453,102
24/09/2023,2785,46
24/09/2023,732,5
24/09/2023,1720,32
24/09/2023,611,9
24/09/2023,1186,17
24/09/2023,123,2
24/09/2023,2732,66
24/09/2023,314,5
24/09/2023,7423,1
24/09/2023,8971,2
24/09/2023,4498,94
24/09/2023,1449,28
24/09/2023,2597,57
24/09/2023,1918,59
24/09/2023,524,136
24/09/2023,10942,107
24/09/2023,1330,452
24/09/2023,2222,130
24/09/2023,810,68
24/09/2023,314,16
24/09/2023,109,17
24/09/2023,1010,63
24/09/2023,649,226
24/09/2023,748,72
24/09/2023,258,33
24/09/2023,12695,276
24/09/2023,4274,97
24/09/2023,1145,46
24/09/2023,5804,153
25/09/2023,10245,344
25/09/2023,59577,33
25/09/2023,10555,26
25/09/2023,8561,479
25/09/2023,9511,292
25/09/2023,9210,265
25/09/2023,313460,149
25/09/2023,72865,840
25/09/2023,33235,330
25/09/2023,25608,447
25/09/2023,21586,293
25/09/2023,9146,81
25/09/2023,1690,14
25/09/2023,2556,42
25/09/2023,3528,47
25/09/2023,9367,66
25/09/2023,9451,95
25/09/2023,15534,46
25/09/2023,29989,113
25/09/2023,13609,81
25/09/2023,6045,192
